Conver,Conver,corr,corr,Diction,Diction,DisVoice,DisVoice,LIWC,LIWC,OpenSmile,OpenSmile
,,F68_affectby_F25,0.6995592876850425,,,,,,,,
,,F68_affectby_F41,0.6995592876850425,,,,,,,,
,,F14_affectby_F43,0.6995592876850425,,,,,,,,
,,F73_affectby_F43,0.6995592876850425,,,,,,,,
,,F35_affectby_F78,0.6995592876850425,,,,,,,,
,,F45_affectby_F11,0.6995592876850425,,,,,,,,
,,F56_affectby_F16,0.6995592876850425,,,,,,,,
,,F67_affectby_F80,0.6995592876850425,,,,,,,,
,,F40_affectby_F64,0.6995592876850425,,,,,,,,
,,F2_affectby_F25,0.6995592876850425,,,,,,,,
,,F37_affectby_F47,0.6995592876850425,,,,,,,,
,,F58_affectby_F74,0.6995592876850425,,,,,,,,
,,F24_affectby_F58,0.6995592876850425,,,,,,,,
,,F24_affectby_F19,0.7018111540268009,,,,,,,,
,,F52_affectby_F59,0.7018111540268009,,,,,,,,
,,F52_affectby_F26,0.7018111540268009,,,,,,,,
,,F67_affectby_F87,0.7018111540268009,,,,,,,,
,,F38_affectby_F4,0.7018111540268009,,,,,,,,
,,F38_affectby_F29,0.7018111540268009,,,,,,,,
,,F74_affectby_F82,0.7018111540268009,,,,,,,,
,,F71_affectby_F37,0.7018111540268009,,,,,,,,
,,F40_affectby_F33,0.7018111540268009,,,,,,,,
,,F5_affectby_F78,0.7018111540268009,,,,,,,,
,,F42_affectby_F2,0.7018111540268009,,,,,,,,
,,F33_affectby_F3,0.7018111540268009,,,,,,,,
,,F23_affectby_F86,0.7018111540268009,,,,,,,,
,,F15_affectby_F73,0.7018111540268009,,,,,,,,
,,F57_affectby_F64,0.7018111540268009,,,,,,,,
,,F28_affectby_F4,0.7018111540268009,,,,,,,,
,,F43_affectby_F56,0.7018111540268009,,,,,,,,
,,F79_affectby_F24,0.7018111540268009,,,,,,,,
,,F68_affectby_F40,0.7018111540268009,,,,,,,,
,,F35_affectby_F43,0.7018111540268009,,,,,,,,
,,F53_affectby_F60,0.7018111540268009,,,,,,,,
,,F56_affectby_F7,0.7018111540268009,,,,,,,,
,,F78_affectby_F7,0.7018111540268009,,,,,,,,
,,F57_affectby_F14,0.7040656418233526,,,,,,,,
,,F58_affectby_F26,0.7040656418233526,,,,,,,,
,,F7_affectby_F75,0.7040656418233526,,,,,,,,
,,F29_affectby_F12,0.7040656418233526,,,,,,,,
,,F44_affectby_F37,0.7040656418233526,,,,,,,,
,,F63_affectby_F80,0.7040656418233526,,,,,,,,
,,F56_affectby_F39,0.7040656418233526,,,,,,,,
,,F35_affectby_F27,0.7040656418233526,,,,,,,,
,,F10_affectby_F41,0.7040656418233526,,,,,,,,
,,F36_affectby_F28,0.7040656418233526,,,,,,,,
,,F58_affectby_F24,0.7040656418233526,,,,,,,,
,,F72_affectby_F20,0.7040656418233526,,,,,,,,
,,F46_affectby_F81,0.7040656418233526,,,,,,,,
,,F50_affectby_F61,0.7040656418233526,,,,,,,,
,,F46_affectby_F5,0.7040656418233526,,,,,,,,
,,F83_affectby_F62,0.7040656418233526,,,,,,,,
,,F10_affectby_F78,0.7040656418233526,,,,,,,,
,,F77_affectby_F45,0.7040656418233526,,,,,,,,
,,F41_affectby_F56,0.7063227332849595,,,,,,,,
,,F65_affectby_F10,0.7063227332849595,,,,,,,,
,,F36_affectby_F23,0.7063227332849595,,,,,,,,
,,F71_affectby_F35,0.7063227332849595,,,,,,,,
,,F44_affectby_F69,0.7063227332849595,,,,,,,,
,,F64_affectby_F21,0.7063227332849595,,,,,,,,
,,F5_affectby_F5,0.7063227332849595,,,,,,,,
,,F42_affectby_F68,0.7063227332849595,,,,,,,,
,,F64_affectby_F56,0.7063227332849595,,,,,,,,
,,F64_affectby_F5,0.7063227332849595,,,,,,,,
,,F56_affectby_F15,0.7063227332849595,,,,,,,,
,,F35_affectby_F85,0.7063227332849595,,,,,,,,
,,F32_affectby_F37,0.7085824105533414,,,,,,,,
,,F58_affectby_F37,0.7085824105533414,,,,,,,,
,,F8_affectby_F4,0.7085824105533414,,,,,,,,
,,F25_affectby_F51,0.7085824105533414,,,,,,,,
,,F7_affectby_F79,0.7085824105533414,,,,,,,,
,,F53_affectby_F85,0.7085824105533414,,,,,,,,
,,F7_affectby_F51,0.7085824105533414,,,,,,,,
,,F28_affectby_F78,0.7085824105533414,,,,,,,,
,,F19_affectby_F58,0.7085824105533414,,,,,,,,
,,F1_affectby_F24,0.7085824105533414,,,,,,,,
,,F46_affectby_F83,0.7085824105533414,,,,,,,,
,,F65_affectby_F24,0.7085824105533414,,,,,,,,
,,F59_affectby_F36,0.7085824105533414,,,,,,,,
,,F27_affectby_F59,0.7085824105533414,,,,,,,,
,,F73_affectby_F79,0.7085824105533414,,,,,,,,
,,F65_affectby_F46,0.7085824105533414,,,,,,,,
,,F65_affectby_F22,0.7085824105533414,,,,,,,,
,,F41_affectby_F62,0.7085824105533414,,,,,,,,
,,F31_affectby_F52,0.7085824105533414,,,,,,,,
,,F42_affectby_F57,0.7108446557017538,,,,,,,,
,,F38_affectby_F39,0.7108446557017538,,,,,,,,
,,F14_affectby_F51,0.7108446557017538,,,,,,,,
,,F9_affectby_F41,0.7108446557017538,,,,,,,,
,,F12_affectby_F64,0.7108446557017538,,,,,,,,
,,F76_affectby_F72,0.7108446557017538,,,,,,,,
,,F4_affectby_F14,0.7108446557017538,,,,,,,,
,,F50_affectby_F75,0.7108446557017538,,,,,,,,
,,F10_affectby_F73,0.7108446557017538,,,,,,,,
,,F13_affectby_F34,0.7108446557017538,,,,,,,,
,,F51_affectby_F34,0.7108446557017538,,,,,,,,
,,F52_affectby_F64,0.7108446557017538,,,,,,,,
,,F27_affectby_F3,0.7108446557017538,,,,,,,,
,,F27_affectby_F1,0.7108446557017538,,,,,,,,
,,F59_affectby_F45,0.7131094507356276,,,,,,,,
,,F29_affectby_F86,0.7131094507356276,,,,,,,,
,,F16_affectby_F8,0.7131094507356276,,,,,,,,
,,F47_affectby_F73,0.7131094507356276,,,,,,,,
,,F24_affectby_F27,0.7131094507356276,,,,,,,,
,,F73_affectby_F59,0.7131094507356276,,,,,,,,
,,F18_affectby_F9,0.7131094507356276,,,,,,,,
,,F87_affectby_F44,0.7131094507356276,,,,,,,,
,,F26_affectby_F12,0.7131094507356276,,,,,,,,
,,F11_affectby_F37,0.7131094507356276,,,,,,,,
,,F36_affectby_F70,0.71537677759334,,,,,,,,
,,F75_affectby_F8,0.71537677759334,,,,,,,,
,,F10_affectby_F79,0.71537677759334,,,,,,,,
,,F10_affectby_F69,0.71537677759334,,,,,,,,
,,F47_affectby_F80,0.71537677759334,,,,,,,,
,,F78_affectby_F23,0.71537677759334,,,,,,,,
,,F61_affectby_F39,0.71537677759334,,,,,,,,
,,F87_affectby_F17,0.71537677759334,,,,,,,,
,,F11_affectby_F43,0.71537677759334,,,,,,,,
,,F82_affectby_F8,0.71537677759334,,,,,,,,
,,F77_affectby_F9,0.71537677759334,,,,,,,,
,,F55_affectby_F26,0.71537677759334,,,,,,,,
,,F29_affectby_F2,0.7176466181459507,,,,,,,,
,,F9_affectby_F75,0.7176466181459507,,,,,,,,
,,F60_affectby_F53,0.7176466181459507,,,,,,,,
,,F78_affectby_F81,0.7176466181459507,,,,,,,,
,,F54_affectby_F68,0.7176466181459507,,,,,,,,
,,F75_affectby_F33,0.7176466181459507,,,,,,,,
,,F36_affectby_F47,0.7176466181459507,,,,,,,,
,,F9_affectby_F13,0.7176466181459507,,,,,,,,
,,F29_affectby_F9,0.7176466181459507,,,,,,,,
,,F61_affectby_F50,0.7176466181459507,,,,,,,,
,,F30_affectby_F51,0.7176466181459507,,,,,,,,
,,F75_affectby_F37,0.7176466181459507,,,,,,,,
,,F77_affectby_F60,0.7176466181459507,,,,,,,,
,,F81_affectby_F45,0.7176466181459507,,,,,,,,
,,F21_affectby_F80,0.7176466181459507,,,,,,,,
,,F82_affectby_F64,0.7199189541979694,,,,,,,,
,,F46_affectby_F37,0.7199189541979694,,,,,,,,
,,F20_affectby_F13,0.7199189541979694,,,,,,,,
,,F18_affectby_F52,0.7199189541979694,,,,,,,,
,,F7_affectby_F68,0.7199189541979694,,,,,,,,
,,F2_affectby_F16,0.7199189541979694,,,,,,,,
,,F71_affectby_F62,0.7199189541979694,,,,,,,,
,,F73_affectby_F55,0.7199189541979694,,,,,,,,
,,F64_affectby_F51,0.7199189541979694,,,,,,,,
,,F54_affectby_F59,0.7199189541979694,,,,,,,,
,,F32_affectby_F2,0.7199189541979694,,,,,,,,
,,F80_affectby_F73,0.7199189541979694,,,,,,,,
,,F70_affectby_F47,0.7221937674882651,,,,,,,,
,,F46_affectby_F82,0.7221937674882651,,,,,,,,
,,F17_affectby_F37,0.7221937674882651,,,,,,,,
,,F41_affectby_F48,0.7221937674882651,,,,,,,,
,,F28_affectby_F34,0.7221937674882651,,,,,,,,
,,F56_affectby_F11,0.7221937674882651,,,,,,,,
,,F12_affectby_F38,0.7221937674882651,,,,,,,,
,,F42_affectby_F85,0.7221937674882651,,,,,,,,
,,F65_affectby_F9,0.7221937674882651,,,,,,,,
,,F56_affectby_F8,0.7221937674882651,,,,,,,,
,,F19_affectby_F45,0.7221937674882651,,,,,,,,
,,F68_affectby_F76,0.7221937674882651,,,,,,,,
,,F78_affectby_F80,0.7221937674882651,,,,,,,,
,,F42_affectby_F53,0.7244710396893148,,,,,,,,
,,F57_affectby_F31,0.7244710396893148,,,,,,,,
,,F64_affectby_F76,0.7244710396893148,,,,,,,,
,,F80_affectby_F76,0.7244710396893148,,,,,,,,
,,F22_affectby_F77,0.7244710396893148,,,,,,,,
,,F48_affectby_F87,0.7244710396893148,,,,,,,,
,,F22_affectby_F83,0.7244710396893148,,,,,,,,
,,F86_affectby_F55,0.7244710396893148,,,,,,,,
,,F77_affectby_F13,0.7244710396893148,,,,,,,,
,,F75_affectby_F24,0.7244710396893148,,,,,,,,
,,F16_affectby_F48,0.7244710396893148,,,,,,,,
,,F31_affectby_F40,0.7244710396893148,,,,,,,,
,,F18_affectby_F32,0.7244710396893148,,,,,,,,
,,F88_affectby_F58,0.7244710396893148,,,,,,,,
,,F63_affectby_F50,0.7244710396893148,,,,,,,,
,,F4_affectby_F47,0.7244710396893148,,,,,,,,
,,F56_affectby_F50,0.7244710396893148,,,,,,,,
,,F57_affectby_F46,0.7267507524088243,,,,,,,,
,,F76_affectby_F53,0.7267507524088243,,,,,,,,
,,F51_affectby_F38,0.7267507524088243,,,,,,,,
,,F37_affectby_F46,0.7267507524088243,,,,,,,,
,,F70_affectby_F38,0.7267507524088243,,,,,,,,
,,F58_affectby_F60,0.7267507524088243,,,,,,,,
,,F3_affectby_F22,0.7267507524088243,,,,,,,,
,,F82_affectby_F34,0.7267507524088243,,,,,,,,
,,F5_affectby_F49,0.7267507524088243,,,,,,,,
,,F48_affectby_F81,0.7267507524088243,,,,,,,,
,,F36_affectby_F41,0.7267507524088243,,,,,,,,
,,F75_affectby_F76,0.7267507524088243,,,,,,,,
,,F7_affectby_F87,0.7267507524088243,,,,,,,,
,,F5_affectby_F74,0.7267507524088243,,,,,,,,
,,F45_affectby_F13,0.7267507524088243,,,,,,,,
,,F41_affectby_F42,0.7267507524088243,,,,,,,,
,,F52_affectby_F41,0.7267507524088243,,,,,,,,
,,F41_affectby_F47,0.7290328871895764,,,,,,,,
,,F64_affectby_F69,0.7290328871895764,,,,,,,,
,,F9_affectby_F55,0.7290328871895764,,,,,,,,
,,F78_affectby_F86,0.7290328871895764,,,,,,,,
,,F38_affectby_F56,0.7290328871895764,,,,,,,,
,,F61_affectby_F43,0.7290328871895764,,,,,,,,
,,F47_affectby_F69,0.7290328871895764,,,,,,,,
,,F75_affectby_F13,0.7290328871895764,,,,,,,,
,,F30_affectby_F76,0.7290328871895764,,,,,,,,
,,F18_affectby_F38,0.7290328871895764,,,,,,,,
,,F16_affectby_F51,0.7290328871895764,,,,,,,,
,,F47_affectby_F48,0.7290328871895764,,,,,,,,
,,F25_affectby_F40,0.7290328871895764,,,,,,,,
,,F73_affectby_F77,0.7290328871895764,,,,,,,,
,,F59_affectby_F72,0.7290328871895764,,,,,,,,
,,F72_affectby_F55,0.7290328871895764,,,,,,,,
,,F17_affectby_F56,0.7313174255101162,,,,,,,,
,,F82_affectby_F60,0.7313174255101162,,,,,,,,
,,F13_affectby_F58,0.7313174255101162,,,,,,,,
,,F55_affectby_F9,0.7313174255101162,,,,,,,,
,,F9_affectby_F21,0.7313174255101162,,,,,,,,
,,F61_affectby_F52,0.7313174255101162,,,,,,,,
,,F63_affectby_F8,0.7313174255101162,,,,,,,,
,,F11_affectby_F74,0.7313174255101162,,,,,,,,
,,F78_affectby_F41,0.7313174255101162,,,,,,,,
,,F53_affectby_F41,0.7313174255101162,,,,,,,,
,,F20_affectby_F65,0.7313174255101162,,,,,,,,
,,F56_affectby_F37,0.7313174255101162,,,,,,,,
,,F70_affectby_F37,0.7313174255101162,,,,,,,,
,,F30_affectby_F55,0.7313174255101162,,,,,,,,
,,F25_affectby_F37,0.7313174255101162,,,,,,,,
,,F77_affectby_F62,0.7336043487848246,,,,,,,,
,,F33_affectby_F61,0.7336043487848246,,,,,,,,
,,F74_affectby_F32,0.7336043487848246,,,,,,,,
,,F13_affectby_F30,0.7336043487848246,,,,,,,,
,,F50_affectby_F37,0.7336043487848246,,,,,,,,
,,F10_affectby_F71,0.7336043487848246,,,,,,,,
,,F82_affectby_F30,0.7336043487848246,,,,,,,,
,,F73_affectby_F3,0.7336043487848246,,,,,,,,
,,F34_affectby_F4,0.7336043487848246,,,,,,,,
,,F86_affectby_F38,0.7336043487848246,,,,,,,,
,,F60_affectby_F23,0.7336043487848246,,,,,,,,
,,F62_affectby_F40,0.7336043487848246,,,,,,,,
,,F85_affectby_F69,0.7336043487848246,,,,,,,,
,,F68_affectby_F29,0.7336043487848246,,,,,,,,
,,F24_affectby_F9,0.7336043487848246,,,,,,,,
,,F82_affectby_F61,0.7336043487848246,,,,,,,,
,,F5_affectby_F85,0.7336043487848246,,,,,,,,
,,F54_affectby_F37,0.7336043487848246,,,,,,,,
,,F38_affectby_F72,0.7336043487848246,,,,,,,,
,,F31_affectby_F34,0.7336043487848246,,,,,,,,
,,F1_affectby_F22,0.7358936383646083,,,,,,,,
,,F43_affectby_F63,0.7358936383646083,,,,,,,,
,,F70_affectby_F69,0.7358936383646083,,,,,,,,
,,F85_affectby_F36,0.7358936383646083,,,,,,,,
,,F39_affectby_F76,0.7358936383646083,,,,,,,,
,,F47_affectby_F18,0.7358936383646083,,,,,,,,
,,F27_affectby_F44,0.7358936383646083,,,,,,,,
,,F55_affectby_F81,0.7358936383646083,,,,,,,,
,,F10_affectby_F61,0.7358936383646083,,,,,,,,
,,F48_affectby_F59,0.7358936383646083,,,,,,,,
,,F75_affectby_F12,0.7358936383646083,,,,,,,,
,,F53_affectby_F79,0.7358936383646083,,,,,,,,
,,F73_affectby_F52,0.7381852755378641,,,,,,,,
,,F71_affectby_F8,0.7381852755378641,,,,,,,,
,,F75_affectby_F74,0.7381852755378641,,,,,,,,
,,F66_affectby_F83,0.7381852755378641,,,,,,,,
,,F76_affectby_F88,0.7381852755378641,,,,,,,,
,,F65_affectby_F3,0.7381852755378641,,,,,,,,
,,F72_affectby_F87,0.7381852755378641,,,,,,,,
,,F30_affectby_F15,0.7381852755378641,,,,,,,,
,,F12_affectby_F40,0.7381852755378641,,,,,,,,
,,F52_affectby_F24,0.7381852755378641,,,,,,,,
,,F59_affectby_F10,0.7381852755378641,,,,,,,,
,,F70_affectby_F60,0.7381852755378641,,,,,,,,
,,F4_affectby_F11,0.7381852755378641,,,,,,,,
,,F28_affectby_F30,0.7404792415296615,,,,,,,,
,,F31_affectby_F51,0.7404792415296615,,,,,,,,
,,F2_affectby_F67,0.7404792415296615,,,,,,,,
,,F20_affectby_F52,0.7404792415296615,,,,,,,,
,,F75_affectby_F48,0.7404792415296615,,,,,,,,
,,F41_affectby_F55,0.7404792415296615,,,,,,,,
,,F4_affectby_F24,0.7404792415296615,,,,,,,,
,,F61_affectby_F64,0.7404792415296615,,,,,,,,
,,F4_affectby_F21,0.7404792415296615,,,,,,,,
,,F19_affectby_F13,0.7404792415296615,,,,,,,,
,,F49_affectby_F84,0.7404792415296615,,,,,,,,
,,F5_affectby_F72,0.7404792415296615,,,,,,,,
,,F50_affectby_F71,0.7404792415296615,,,,,,,,
,,F12_affectby_F29,0.7404792415296615,,,,,,,,
,,F81_affectby_F38,0.7404792415296615,,,,,,,,
,,F50_affectby_F83,0.7404792415296615,,,,,,,,
,,F25_affectby_F39,0.7404792415296615,,,,,,,,
,,F37_affectby_F32,0.7404792415296615,,,,,,,,
,,F76_affectby_F11,0.7404792415296615,,,,,,,,
,,F17_affectby_F27,0.7404792415296615,,,,,,,,
,,F66_affectby_F10,0.7427755175034709,,,,,,,,
,,F44_affectby_F80,0.7427755175034709,,,,,,,,
,,F77_affectby_F51,0.7427755175034709,,,,,,,,
,,F50_affectby_F9,0.7427755175034709,,,,,,,,
,,F51_affectby_F75,0.7427755175034709,,,,,,,,
,,F48_affectby_F47,0.7427755175034709,,,,,,,,
,,F29_affectby_F28,0.7427755175034709,,,,,,,,
,,F7_affectby_F82,0.7427755175034709,,,,,,,,
,,F73_affectby_F33,0.7427755175034709,,,,,,,,
,,F39_affectby_F57,0.7427755175034709,,,,,,,,
,,F38_affectby_F8,0.7450740845609857,,,,,,,,
,,F46_affectby_F46,0.7450740845609857,,,,,,,,
,,F7_affectby_F23,0.7450740845609857,,,,,,,,
,,F9_affectby_F65,0.7450740845609857,,,,,,,,
,,F65_affectby_F86,0.7450740845609857,,,,,,,,
,,F72_affectby_F79,0.7450740845609857,,,,,,,,
,,F41_affectby_F39,0.7450740845609857,,,,,,,,
,,F15_affectby_F64,0.7450740845609857,,,,,,,,
,,F60_affectby_F35,0.7450740845609857,,,,,,,,
,,F61_affectby_F36,0.7450740845609857,,,,,,,,
,,F3_affectby_F17,0.7450740845609857,,,,,,,,
,,F75_affectby_F36,0.7450740845609857,,,,,,,,
,,F26_affectby_F9,0.7450740845609857,,,,,,,,
,,F15_affectby_F39,0.7450740845609857,,,,,,,,
,,F62_affectby_F38,0.7450740845609857,,,,,,,,
,,F63_affectby_F3,0.7450740845609857,,,,,,,,
,,F22_affectby_F7,0.7450740845609857,,,,,,,,
,,F39_affectby_F61,0.7450740845609857,,,,,,,,
,,F13_affectby_F8,0.7473749237427131,,,,,,,,
,,F41_affectby_F23,0.7473749237427131,,,,,,,,
,,F82_affectby_F42,0.7473749237427131,,,,,,,,
,,F78_affectby_F30,0.7473749237427131,,,,,,,,
,,F74_affectby_F85,0.7473749237427131,,,,,,,,
,,F27_affectby_F74,0.7473749237427131,,,,,,,,
,,F45_affectby_F73,0.7473749237427131,,,,,,,,
,,F57_affectby_F6,0.7473749237427131,,,,,,,,
,,F88_affectby_F32,0.7473749237427131,,,,,,,,
,,F23_affectby_F46,0.7473749237427131,,,,,,,,
,,F24_affectby_F50,0.7473749237427131,,,,,,,,
,,F66_affectby_F8,0.7473749237427131,,,,,,,,
,,F10_affectby_F72,0.7473749237427131,,,,,,,,
,,F32_affectby_F19,0.7473749237427131,,,,,,,,
,,F4_affectby_F67,0.7473749237427131,,,,,,,,
,,F68_affectby_F85,0.7473749237427131,,,,,,,,
,,F58_affectby_F2,0.7473749237427131,,,,,,,,
,,F24_affectby_F10,0.7473749237427131,,,,,,,,
,,F35_affectby_F62,0.7473749237427131,,,,,,,,
,,F29_affectby_F51,0.7496780160285728,,,,,,,,
,,F47_affectby_F64,0.7496780160285728,,,,,,,,
,,F44_affectby_F81,0.7496780160285728,,,,,,,,
,,F25_affectby_F8,0.7496780160285728,,,,,,,,
,,F79_affectby_F45,0.7496780160285728,,,,,,,,
,,F34_affectby_F26,0.7496780160285728,,,,,,,,
,,F44_affectby_F75,0.7496780160285728,,,,,,,,
,,F51_affectby_F6,0.7496780160285728,,,,,,,,
,,F31_affectby_F46,0.7496780160285728,,,,,,,,
,,F32_affectby_F77,0.7496780160285728,,,,,,,,
,,F1_affectby_F49,0.7496780160285728,,,,,,,,
,,F40_affectby_F83,0.7496780160285728,,,,,,,,
,,F23_affectby_F59,0.7496780160285728,,,,,,,,
,,F51_affectby_F14,0.7496780160285728,,,,,,,,
,,F24_affectby_F3,0.7496780160285728,,,,,,,,
,,F43_affectby_F59,0.7496780160285728,,,,,,,,
,,F19_affectby_F40,0.7496780160285728,,,,,,,,
,,F61_affectby_F26,0.7519833423378263,,,,,,,,
,,F9_affectby_F24,0.7519833423378263,,,,,,,,
,,F7_affectby_F35,0.7519833423378263,,,,,,,,
,,F45_affectby_F34,0.7519833423378263,,,,,,,,
,,F74_affectby_F77,0.7519833423378263,,,,,,,,
,,F45_affectby_F42,0.7519833423378263,,,,,,,,
,,F6_affectby_F16,0.7519833423378263,,,,,,,,
,,F3_affectby_F75,0.7519833423378263,,,,,,,,
,,F60_affectby_F51,0.7519833423378263,,,,,,,,
,,F71_affectby_F46,0.7519833423378263,,,,,,,,
,,F49_affectby_F75,0.7519833423378263,,,,,,,,
,,F19_affectby_F30,0.7519833423378263,,,,,,,,
,,F55_affectby_F2,0.7519833423378263,,,,,,,,
,,F30_affectby_F42,0.7519833423378263,,,,,,,,
,,F14_affectby_F46,0.7519833423378263,,,,,,,,
,,F25_affectby_F87,0.7542908835304898,,,,,,,,
,,F52_affectby_F30,0.7542908835304898,,,,,,,,
,,F77_affectby_F65,0.7542908835304898,,,,,,,,
,,F35_affectby_F87,0.7542908835304898,,,,,,,,
,,F76_affectby_F63,0.7542908835304898,,,,,,,,
,,F60_affectby_F50,0.7542908835304898,,,,,,,,
,,F31_affectby_F58,0.7542908835304898,,,,,,,,
,,F62_affectby_F71,0.7542908835304898,,,,,,,,
,,F84_affectby_F41,0.7566006204068617,,,,,,,,
,,F81_affectby_F80,0.7566006204068617,,,,,,,,
,,F25_affectby_F76,0.7566006204068617,,,,,,,,
,,F28_affectby_F72,0.7566006204068617,,,,,,,,
,,F32_affectby_F15,0.7566006204068617,,,,,,,,
,,F86_affectby_F42,0.7566006204068617,,,,,,,,
,,F48_affectby_F72,0.7566006204068617,,,,,,,,
,,F8_affectby_F57,0.7566006204068617,,,,,,,,
,,F6_affectby_F79,0.7566006204068617,,,,,,,,
,,F77_affectby_F55,0.7566006204068617,,,,,,,,
,,F57_affectby_F42,0.7566006204068617,,,,,,,,
,,F11_affectby_F64,0.7566006204068617,,,,,,,,
,,F88_affectby_F82,0.7566006204068617,,,,,,,,
,,F69_affectby_F45,0.7566006204068617,,,,,,,,
,,F16_affectby_F9,0.7566006204068617,,,,,,,,
,,F64_affectby_F14,0.7566006204068617,,,,,,,,
,,F42_affectby_F28,0.7566006204068617,,,,,,,,
,,F38_affectby_F28,0.7566006204068617,,,,,,,,
,,F33_affectby_F81,0.7566006204068617,,,,,,,,
,,F38_affectby_F50,0.7566006204068617,,,,,,,,
,,F1_affectby_F11,0.7566006204068617,,,,,,,,
,,F44_affectby_F8,0.7566006204068617,,,,,,,,
,,F13_affectby_F40,0.7566006204068617,,,,,,,,
,,F6_affectby_F20,0.7566006204068617,,,,,,,,
,,F35_affectby_F6,0.7566006204068617,,,,,,,,
,,F72_affectby_F38,0.7566006204068617,,,,,,,,
,,F28_affectby_F43,0.7589125337085384,,,,,,,,
,,F6_affectby_F14,0.7589125337085384,,,,,,,,
,,F37_affectby_F76,0.7589125337085384,,,,,,,,
,,F57_affectby_F58,0.7589125337085384,,,,,,,,
,,F87_affectby_F33,0.7589125337085384,,,,,,,,
,,F75_affectby_F51,0.7589125337085384,,,,,,,,
,,F11_affectby_F13,0.7589125337085384,,,,,,,,
,,F27_affectby_F55,0.7589125337085384,,,,,,,,
,,F67_affectby_F33,0.7589125337085384,,,,,,,,
,,F45_affectby_F38,0.7589125337085384,,,,,,,,
,,F26_affectby_F40,0.7589125337085384,,,,,,,,
,,F71_affectby_F57,0.7589125337085384,,,,,,,,
,,F27_affectby_F49,0.7589125337085384,,,,,,,,
,,F62_affectby_F61,0.7589125337085384,,,,,,,,
,,F10_affectby_F77,0.7612266041187576,,,,,,,,
,,F78_affectby_F8,0.7612266041187576,,,,,,,,
,,F8_affectby_F35,0.7612266041187576,,,,,,,,
,,F76_affectby_F7,0.7612266041187576,,,,,,,,
,,F85_affectby_F31,0.7612266041187576,,,,,,,,
,,F14_affectby_F38,0.7612266041187576,,,,,,,,
,,F78_affectby_F28,0.7612266041187576,,,,,,,,
,,F38_affectby_F66,0.7612266041187576,,,,,,,,
,,F23_affectby_F30,0.7612266041187576,,,,,,,,
,,F8_affectby_F51,0.7612266041187576,,,,,,,,
,,F58_affectby_F32,0.7612266041187576,,,,,,,,
,,F55_affectby_F31,0.7612266041187576,,,,,,,,
,,F46_affectby_F57,0.7635428122628796,,,,,,,,
,,F67_affectby_F73,0.7635428122628796,,,,,,,,
,,F87_affectby_F38,0.7635428122628796,,,,,,,,
,,F50_affectby_F69,0.7635428122628796,,,,,,,,
,,F87_affectby_F36,0.7635428122628796,,,,,,,,
,,F60_affectby_F57,0.7635428122628796,,,,,,,,
,,F36_affectby_F73,0.7635428122628796,,,,,,,,
,,F13_affectby_F85,0.7635428122628796,,,,,,,,
,,F50_affectby_F45,0.7635428122628796,,,,,,,,
,,F28_affectby_F66,0.7635428122628796,,,,,,,,
,,F38_affectby_F52,0.7635428122628796,,,,,,,,
,,F2_affectby_F88,0.7635428122628796,,,,,,,,
,,F66_affectby_F64,0.7635428122628796,,,,,,,,
,,F28_affectby_F22,0.7635428122628796,,,,,,,,
,,F64_affectby_F62,0.7658611387088692,,,,,,,,
,,F49_affectby_F28,0.7658611387088692,,,,,,,,
,,F72_affectby_F53,0.7658611387088692,,,,,,,,
,,F60_affectby_F62,0.7658611387088692,,,,,,,,
,,F10_affectby_F31,0.7658611387088692,,,,,,,,
,,F75_affectby_F79,0.7658611387088692,,,,,,,,
,,F54_affectby_F21,0.7658611387088692,,,,,,,,
,,F61_affectby_F57,0.7658611387088692,,,,,,,,
,,F66_affectby_F44,0.7658611387088692,,,,,,,,
,,F62_affectby_F28,0.7658611387088692,,,,,,,,
,,F19_affectby_F8,0.7658611387088692,,,,,,,,
,,F50_affectby_F53,0.7658611387088692,,,,,,,,
,,F77_affectby_F30,0.7658611387088692,,,,,,,,
,,F39_affectby_F74,0.7658611387088692,,,,,,,,
,,F31_affectby_F28,0.7658611387088692,,,,,,,,
,,F13_affectby_F33,0.7681815639679297,,,,,,,,
,,F36_affectby_F33,0.7681815639679297,,,,,,,,
,,F58_affectby_F78,0.7681815639679297,,,,,,,,
,,F29_affectby_F60,0.7681815639679297,,,,,,,,
,,F8_affectby_F74,0.7681815639679297,,,,,,,,
,,F27_affectby_F21,0.7681815639679297,,,,,,,,
,,F67_affectby_F27,0.7681815639679297,,,,,,,,
,,F32_affectby_F70,0.7681815639679297,,,,,,,,
,,F60_affectby_F87,0.7681815639679297,,,,,,,,
,,F74_affectby_F40,0.7705040684944037,,,,,,,,
,,F39_affectby_F54,0.7705040684944037,,,,,,,,
,,F27_affectby_F5,0.7705040684944037,,,,,,,,
,,F13_affectby_F26,0.7705040684944037,,,,,,,,
,,F53_affectby_F80,0.7705040684944037,,,,,,,,
,,F73_affectby_F23,0.7705040684944037,,,,,,,,
,,F19_affectby_F28,0.7705040684944037,,,,,,,,
,,F27_affectby_F24,0.7705040684944037,,,,,,,,
,,F60_affectby_F69,0.7705040684944037,,,,,,,,
,,F19_affectby_F54,0.7705040684944037,,,,,,,,
,,F15_affectby_F57,0.7728286326872928,,,,,,,,
,,F60_affectby_F78,0.7728286326872928,,,,,,,,
,,F3_affectby_F53,0.7728286326872928,,,,,,,,
